meeting_id,race_id,race_date,track,race_time,race_class,race_distance,race_prizes,position,trap,dog_id,dog_name,trainer,comments,starting_price,time_s,time_distance,birth_date,weight,color,sire,dam,breeding_info,race_url
432690,1143755,Sunday 13th July 2025,Towcester,15:29,OR1,500m,1st £300 | Others £75 Race Total £675,4th,1,654546,Alans Amigo,P W Young,RlsTMid,18/1,4.25,29.81 (2 1/4),Oct-2023,32.9,d - bd,Dorotas Wildcat,Coolavanny Nanni,Oct-2023 | 32.9 | d - bd | Dorotas Wildcat - Coolavanny Nanni,https://www.gbgb.org.uk/meeting/?meetingId=432690&raceId=1143755
432690,1143755,Sunday 13th July 2025,Towcester,15:29,OR1,500m,1st £300 | Others £75 Race Total £675,5th,2,650975,Glengar Lisa,T C Heilbron,"MidTRls,Crd1&2",18/1,4.24,30.04 (3),Oct-2023,28.3,b - f,Deerjet Sydney,Ambey Bamby,Oct-2023 | 28.3 | b - f | Deerjet Sydney - Ambey Bamby,https://www.gbgb.org.uk/meeting/?meetingId=432690&raceId=1143755
432690,1143755,Sunday 13th July 2025,Towcester,15:29,OR1,500m,1st £300 | Others £75 Race Total £675,6th,3,651024,Droopys Poker,K Billingham-hine,"MidRls,SAw,Crd1&2,FcdTCk3",7/1,4.3,30.07 (NK),Oct-2023,33.5,d - bd,Ballyhimikin Jet,Droopys Gifted,Oct-2023 | 33.5 | d - bd | Ballyhimikin Jet - Droopys Gifted,https://www.gbgb.org.uk/meeting/?meetingId=432690&raceId=1143755
429490,1127988,Friday 9th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £60 Race Total £540,1st,1,648824,Sole Mio,P Cronin,"MidTRls,QAw,ALed",6/1,4.1,29.02 (1/2),Jun-2023,33.8,d - be,Coolavanny Hoffa,Palermo,Jun-2023 | 33.8 | d - be | Coolavanny Hoffa - Palermo,https://www.gbgb.org.uk/meeting/?meetingId=429490&raceId=1127988
429490,1127988,Friday 9th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £60 Race Total £540,2nd,6,636663,March On Freddie,D Mullins,"Wide,FinWell",2/5F,4.21,29.07 (1/2),Sep-2022,36.7,d - bk,Dorotas Wildcat,Seaglass Shadow,Sep-2022 | 36.7 | d - bk | Dorotas Wildcat - Seaglass Shadow,https://www.gbgb.org.uk/meeting/?meetingId=429490&raceId=1127988
429490,1127988,Friday 9th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £60 Race Total £540,3rd,4,650980,Flashing Fender,C R Morris,"Middle,EP",28/1,4.11,29.29 (2 3/4),Aug-2023,33.0,d - bk,Ballymac Best,Ballymac Ariel,Aug-2023 | 33.0 | d - bk | Ballymac Best - Ballymac Ariel,https://www.gbgb.org.uk/meeting/?meetingId=429490&raceId=1127988
429490,1127988,Friday 9th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £60 Race Total £540,4th,3,642411,Fabulous Aria,P Janssens,"RlsTMid,SAw,RanOn",6/1,4.27,29.34 (3/4),Jan-2023,30.1,b - bk,Magical Bale,Fabulous Skylar,Jan-2023 | 30.1 | b - bk | Magical Bale - Fabulous Skylar,https://www.gbgb.org.uk/meeting/?meetingId=429490&raceId=1127988
429490,1127988,Friday 9th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £60 Race Total £540,5th,2,644913,Burrows Charm,J J Heath,"RlsTMid,FcdTCk2",7/1,4.18,29.57 (2 3/4),Sep-2022,32.9,d - dkbd,Vulturi,Seomra Oreo,Sep-2022 | 32.9 | d - dkbd | Vulturi - Seomra Oreo,https://www.gbgb.org.uk/meeting/?meetingId=429490&raceId=1127988
429886,1129821,Friday 16th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £75 Race Total £675,1st,1,645773,Droopys Bookem,T C Heilbron,"RlsTMid,EP,LedRnIn",7/4,4.1,29.12 (1),Nov-2022,33.9,d - be,Droopys Sydney,Droopys Sweet,Nov-2022 | 33.9 | d - be | Droopys Sydney - Droopys Sweet,https://www.gbgb.org.uk/meeting/?meetingId=429886&raceId=1129821
429886,1129821,Friday 16th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £75 Race Total £675,2nd,2,648361,Droopys Aladdin,M A Burton,"RlsTMid,EP,SnLed-RnIn",4/5F,4.06,29.21 (1),Jul-2023,31.8,d - wbk,Serene Ace,Droopys Natalia,Jul-2023 | 31.8 | d - wbk | Serene Ace - Droopys Natalia,https://www.gbgb.org.uk/meeting/?meetingId=429886&raceId=1129821
429886,1129821,Friday 16th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £75 Race Total £675,3rd,5,650980,Flashing Fender,C R Morris,"Mid,EP",18/1,4.09,29.42 (2 3/4),Aug-2023,33.0,d - bk,Ballymac Best,Ballymac Ariel,Aug-2023 | 33.0 | d - bk | Ballymac Best - Ballymac Ariel,https://www.gbgb.org.uk/meeting/?meetingId=429886&raceId=1129821
429886,1129821,Friday 16th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £75 Race Total £675,4th,6,648555,Brinkleys Louis,T C Heilbron,"MidTW,EP",12/1,4.15,29.50 (1),Apr-2023,31.2,d - bk,Grangeview Ten,Innfield Daisy,Apr-2023 | 31.2 | d - bk | Grangeview Ten - Innfield Daisy,https://www.gbgb.org.uk/meeting/?meetingId=429886&raceId=1129821
429886,1129821,Friday 16th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £75 Race Total £675,5th,4,646201,Droopys Maximus,R Taberner,"MidTRls,SAw,BCrd2",20/1,4.23,29.61 (1 1/4),Nov-2022,32.0,d - bk,Droopys Sydney,Droopys Sweet,Nov-2022 | 32.0 | d - bk | Droopys Sydney - Droopys Sweet,https://www.gbgb.org.uk/meeting/?meetingId=429886&raceId=1129821
429886,1129821,Friday 16th May 2025,Towcester,20:22,OR1,500m,1st £300 | Others £75 Race Total £675,6th,3,620371,Killieford Goram,D Blackbird,"RlsTMid,FcdTCk1,Crd2",10/1,4.12,29.79 (2 1/4),Jun-2021,31.9,d - bd,Vulturi,Jamaica Joy,Jun-2021 | 31.9 | d - bd | Vulturi - Jamaica Joy,https://www.gbgb.org.uk/meeting/?meetingId=429886&raceId=1129821
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,1st,1,650985,Droopys Trade,P Janssens,"RlsTMid,EP,Led1,HeldOn",6/5F,4.06,28.98 (SH),Jul-2023,36.7,d - bk,Droopys Sydney,Droopys Alice,Jul-2023 | 36.7 | d - bk | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,2nd,6,642627,Hello Diego,P Hennessy,"MidTW,FinWell",5/1,4.08,28.99 (SH),Oct-2022,33.7,d - bkw,Jaytee Yankee,Darver Bridie,Oct-2022 | 33.7 | d - bkw | Jaytee Yankee - Darver Bridie,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,3rd,5,643076,Tiffield Tarquin,R Peckham,"Mid,EP,Crd1",5/2,4.04,29.06 (3/4),Dec-2022,34.9,d - bk,Broadstrand Bono,Swift Acoustic,Dec-2022 | 34.9 | d - bk | Broadstrand Bono - Swift Acoustic,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,4th,2,646591,Teddie,B S Green,"RlsTMid,EP,FcdTCk&Crd1",8/1,4.06,29.30 (3),Apr-2023,27.3,b - bk,Ballymac Cashout,Cloncunny Peecee,Apr-2023 | 27.3 | b - bk | Ballymac Cashout - Cloncunny Peecee,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,5th,4,650980,Flashing Fender,C R Morris,"MidTRls,Crd1,FcdTCk2",10/1,4.12,29.63 (4),Aug-2023,33.2,d - bk,Ballymac Best,Ballymac Ariel,Aug-2023 | 33.2 | d - bk | Ballymac Best - Ballymac Ariel,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,6th,3,640268,Thats It Jack,D Blackbird,"RlsTMid,SAw,FcdTCk4",16/1,4.19,29.69 (3/4),Sep-2022,31.7,d - bk,Malachi,Clongeel Mills,Sep-2022 | 31.7 | d - bk | Malachi - Clongeel Mills,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430522,1133294,Saturday 31st May 2025,Towcester,18:51,OR2,500m,1st £300 | Others £60 Race Total £600,1st,5,650980,Flashing Fender,C R Morris,"Mid,QAw,ALd,HeldOn",11/8F,4.09,29.08 (SH),Aug-2023,33.2,d - bk,Ballymac Best,Ballymac Ariel,Aug-2023 | 33.2 | d - bk | Ballymac Best - Ballymac Ariel,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1133294
430522,1133294,Saturday 31st May 2025,Towcester,18:51,OR2,500m,1st £300 | Others £60 Race Total £600,2nd,1,645031,Radical Scoby,M L Locke,"Rls,Crd1&2,FinStrong",3/1,4.21,29.09 (SH),Nov-2022,31.5,d - bk,Ballymac Bolger,Scooby Princess,Nov-2022 | 31.5 | d - bk | Ballymac Bolger - Scooby Princess,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1133294
430522,1133294,Saturday 31st May 2025,Towcester,18:51,OR2,500m,1st £300 | Others £60 Race Total £600,3rd,2,648439,Toolmaker Quick,D Blackbird,"Rls,Crd1&2",13/8,4.21,29.30 (2 1/2),Mar-2023,36.7,d - be,Droopys Buick,Droopys Saab,Mar-2023 | 36.7 | d - be | Droopys Buick - Droopys Saab,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1133294
430522,1133294,Saturday 31st May 2025,Towcester,18:51,OR2,500m,1st £300 | Others £60 Race Total £600,4th,6,634681,Notesinurpocket,A M Kirby,"Wide,EP",25/1,4.11,29.63 (4),Apr-2022,35.0,d - bk,Broadstrand Bono,Hop The Ball,Apr-2022 | 35.0 | d - bk | Broadstrand Bono - Hop The Ball,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1133294
430522,1133294,Saturday 31st May 2025,Towcester,18:51,OR2,500m,1st £300 | Others £60 Race Total £600,5th,4,647477,Racenight Ivan,A Kelly-pilgrim,"RlsTMid,Crd1",18/1,4.18,29.89 (3 1/4),Apr-2023,30.5,d - be,Ballymac Cashout,Dunquin Anna,Apr-2023 | 30.5 | d - be | Ballymac Cashout - Dunquin Anna,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1133294
430522,1133294,Saturday 31st May 2025,Towcester,18:51,OR2,500m,1st £300 | Others £60 Race Total £600,6th,3,653779,Milton Ariel,S J L Lapidge,"RlsTMid,Crd1",16/1,4.2,30.02 (1 3/4),Sep-2023,27.5,b - bk,Glengar Bale,Glengar Ariel,Sep-2023 | 27.5 | b - bk | Glengar Bale - Glengar Ariel,https://www.gbgb.org.uk/meeting/?meetingId=430522&raceId=1133294
430852,1134931,Saturday 7th June 2025,Towcester,19:10,OR2,500m,1st £300 | Others £60 Race Total £600,1st,2,636423,Gary The Arb,B S Green,"Rls,QAw,ALed",4/1,4.11,29.07 (5 1/4),Jul-2022,33.3,d - dkbd,Dorotas Wildcat,Droopys Charm,Jul-2022 | 33.3 | d - dkbd | Dorotas Wildcat - Droopys Charm,https://www.gbgb.org.uk/meeting/?meetingId=430852&raceId=1134931
430852,1134931,Saturday 7th June 2025,Towcester,19:10,OR2,500m,1st £300 | Others £60 Race Total £600,2nd,1,645031,Radical Scoby,M L Locke,"RlsTMid,Crd1,FinWell",3/1,4.22,29.49 (5 1/4),Nov-2022,32.2,d - bk,Ballymac Bolger,Scooby Princess,Nov-2022 | 32.2 | d - bk | Ballymac Bolger - Scooby Princess,https://www.gbgb.org.uk/meeting/?meetingId=430852&raceId=1134931
430852,1134931,Saturday 7th June 2025,Towcester,19:10,OR2,500m,1st £300 | Others £60 Race Total £600,3rd,4,644156,Beatties Razl,K Billingham-hine,"RlsTMid,EP",33/1,4.13,29.54 (1/2),Nov-2022,31.3,b - bk,Malachi,Pennys Lauren,Nov-2022 | 31.3 | b - bk | Malachi - Pennys Lauren,https://www.gbgb.org.uk/meeting/?meetingId=430852&raceId=1134931
430852,1134931,Saturday 7th June 2025,Towcester,19:10,OR2,500m,1st £300 | Others £60 Race Total £600,4th,3,648439,Toolmaker Quick,D Blackbird,"Rls,SAw,FcdTCk1",7/2,4.25,29.58 (1/2),Mar-2023,36.6,d - be,Droopys Buick,Droopys Saab,Mar-2023 | 36.6 | d - be | Droopys Buick - Droopys Saab,https://www.gbgb.org.uk/meeting/?meetingId=430852&raceId=1134931
430852,1134931,Saturday 7th June 2025,Towcester,19:10,OR2,500m,1st £300 | Others £60 Race Total £600,5th,5,650743,Hard Done Boy,J Campbell,"RlsTMid,Crd1&4",4/1,4.22,29.79 (2 3/4),Jun-2023,32.0,d - bew,Ballyhimikin Jet,Paper Moon,Jun-2023 | 32.0 | d - bew | Ballyhimikin Jet - Paper Moon,https://www.gbgb.org.uk/meeting/?meetingId=430852&raceId=1134931
430852,1134931,Saturday 7th June 2025,Towcester,19:10,OR2,500m,1st £300 | Others £60 Race Total £600,6th,6,650980,Flashing Fender,C R Morris,"Mid,Crd1&4",9/4F,4.19,29.91 (1 1/2),Aug-2023,33.0,d - bk,Ballymac Best,Ballymac Ariel,Aug-2023 | 33.0 | d - bk | Ballymac Best - Ballymac Ariel,https://www.gbgb.org.uk/meeting/?meetingId=430852&raceId=1134931
431472,1137753,Sunday 15th June 2025,Towcester,14:33,OR,500m,1st £300 | Others £60 Race Total £600,1st,4,650980,Flashing Fender,C R Morris,"Mid,QAw,ALed",8/11F,4.04,29.25 (SH),Aug-2023,33.1,d - bk,Ballymac Best,Ballymac Ariel,Aug-2023 | 33.1 | d - bk | Ballymac Best - Ballymac Ariel,https://www.gbgb.org.uk/meeting/?meetingId=431472&raceId=1137753
431472,1137753,Sunday 15th June 2025,Towcester,14:33,OR,500m,1st £300 | Others £60 Race Total £600,2nd,6,623534,Untold Zloty,C Weatherall,"Mid,EP,A2nd",7/1,4.1,29.26 (SH),Jun-2021,39.0,d - bk,Ballymac Bolger,Mystical Moll,Jun-2021 | 39.0 | d - bk | Ballymac Bolger - Mystical Moll,https://www.gbgb.org.uk/meeting/?meetingId=431472&raceId=1137753
431472,1137753,Sunday 15th June 2025,Towcester,14:33,OR,500m,1st £300 | Others £60 Race Total £600,3rd,5,630366,Bodell Bucks,M P Brown,"Mid,SAw,Crd1,FinWell",10/1,4.24,29.30 (NK),May-2022,36.6,d - bk,Burgess Bucks,Slippy Maggie,May-2022 | 36.6 | d - bk | Burgess Bucks - Slippy Maggie,https://www.gbgb.org.uk/meeting/?meetingId=431472&raceId=1137753
431472,1137753,Sunday 15th June 2025,Towcester,14:33,OR,500m,1st £300 | Others £60 Race Total £600,4th,1,633992,Lemming Force,M P Brown,"SAw,FcdTCk&Crd1",8/1,4.25,29.70 (5),Apr-2022,34.9,d - bk,Dromana Bucko,Lemming Boleyn,Apr-2022 | 34.9 | d - bk | Dromana Bucko - Lemming Boleyn,https://www.gbgb.org.uk/meeting/?meetingId=431472&raceId=1137753
431472,1137753,Sunday 15th June 2025,Towcester,14:33,OR,500m,1st £300 | Others £60 Race Total £600,5th,2,652016,Easy Texas,L G Tuffin,"Rls,Crd1",12/1,4.17,29.91 (2 3/4),Oct-2023,35.4,d - bkw,Ballyhimikin Jet,Gaytime Nina,Oct-2023 | 35.4 | d - bkw | Ballyhimikin Jet - Gaytime Nina,https://www.gbgb.org.uk/meeting/?meetingId=431472&raceId=1137753
431472,1137753,Sunday 15th June 2025,Towcester,14:33,OR,500m,1st £300 | Others £60 Race Total £600,6th,3,636932,Salacres Tipster,P H Harnden,"Ck,Faded",11/4,4.15,null (DIS),Jul-2022,33.3,d - bk,Ballymac Cashout,Jaytee Pearl,Jul-2022 | 33.3 | d - bk | Ballymac Cashout - Jaytee Pearl,https://www.gbgb.org.uk/meeting/?meetingId=431472&raceId=1137753
428024,1121038,Tuesday 8th April 2025,Central Park,19:22,D2,277m,1st £130 | Others £55 Race Total £405,1st,3,594207,Cinderella Girl,P M Donovan,"Mid,EP,Ld1",6/4F,-,16.91 (1),May-2020,29.3,b - bk,Ballymac Best,Mays Petal,May-2020 | 29.3 | b - bk | Ballymac Best - Mays Petal,https://www.gbgb.org.uk/meeting/?meetingId=428024&raceId=1121038
428024,1121038,Tuesday 8th April 2025,Central Park,19:22,D2,277m,1st £130 | Others £55 Race Total £405,2nd,4,609030,Mandeville Toto,B D O'sullivan,"Mid,EP,SltCrd1",5/1,-,17.00 (1),Aug-2020,25.9,b - bk,Droopys Buick,Pipette,Aug-2020 | 25.9 | b - bk | Droopys Buick - Pipette,https://www.gbgb.org.uk/meeting/?meetingId=428024&raceId=1121038
428024,1121038,Tuesday 8th April 2025,Central Park,19:22,D2,277m,1st £130 | Others £55 Race Total £405,3rd,1,637157,Fawkham Cilla,B D O'sullivan,"Rls,EP,EvCh",10/3,-,17.04 (1/2),Sep-2022,25.8,b - bk,Ballymac Bolger,Cuando Carpdiem,Sep-2022 | 25.8 | b - bk | Ballymac Bolger - Cuando Carpdiem,https://www.gbgb.org.uk/meeting/?meetingId=428024&raceId=1121038
428024,1121038,Tuesday 8th April 2025,Central Park,19:22,D2,277m,1st £130 | Others £55 Race Total £405,4th,6,640427,Stouke Scarlet,D Puddy,"Wide,QAw,Ld-1,CrdRnIn",7/2,-,17.10 (3/4),Sep-2022,25.4,b - wbk,Black Parachute,Stouke Nova,Sep-2022 | 25.4 | b - wbk | Black Parachute - Stouke Nova,https://www.gbgb.org.uk/meeting/?meetingId=428024&raceId=1121038
428024,1121038,Tuesday 8th April 2025,Central Park,19:22,D2,277m,1st £130 | Others £55 Race Total £405,5th,2,650967,Tintreach Tina,P M Donovan,"RlsToMid,SAw",5/1,-,17.11 (SH),Aug-2023,27.6,b - bk,Run Happy,Bobsleigh Jet,Aug-2023 | 27.6 | b - bk | Run Happy - Bobsleigh Jet,https://www.gbgb.org.uk/meeting/?meetingId=428024&raceId=1121038
428024,1121038,Tuesday 8th April 2025,Central Park,19:22,D2,277m,1st £130 | Others £55 Race Total £405,6th,5,609791,Kratos,N F Carter,"Mid,CrdRnIn",10/1,-,17.13 (HD),Jan-2021,31.3,d - bd,Ballymac Best,Fire Height Dora,Jan-2021 | 31.3 | d - bd | Ballymac Best - Fire Height Dora,https://www.gbgb.org.uk/meeting/?meetingId=428024&raceId=1121038
428391,1122865,Tuesday 15th April 2025,Central Park,18:31,D2,277m,1st £130 | Others £55 Race Total £405,1st,4,643363,Vicious Amanda,B D O'sullivan,"Mid,VQAw,ALd",9/2,-,16.82 (1),Sep-2022,25.5,b - bk,Skywalker Canny,Newinn Melody,Sep-2022 | 25.5 | b - bk | Skywalker Canny - Newinn Melody,https://www.gbgb.org.uk/meeting/?meetingId=428391&raceId=1122865
428391,1122865,Tuesday 15th April 2025,Central Park,18:31,D2,277m,1st £130 | Others £55 Race Total £405,2nd,3,640830,Not One To Moan,N F Carter,"Mid,SAw,RanOn",7/1,-,16.90 (1),Nov-2022,27.0,b - be,Broadstrand Bono,Moyar Petal,Nov-2022 | 27.0 | b - be | Broadstrand Bono - Moyar Petal,https://www.gbgb.org.uk/meeting/?meetingId=428391&raceId=1122865
428391,1122865,Tuesday 15th April 2025,Central Park,18:31,D2,277m,1st £130 | Others £55 Race Total £405,3rd,5,606560,Greenhall Tokyo,M Mavrias,"Wide,EvCh",20/1,-,16.98 (1),Oct-2020,32.7,d - bkw,Jaytee Yankee,Greenhall Breeze,Oct-2020 | 32.7 | d - bkw | Jaytee Yankee - Greenhall Breeze,https://www.gbgb.org.uk/meeting/?meetingId=428391&raceId=1122865
428391,1122865,Tuesday 15th April 2025,Central Park,18:31,D2,277m,1st £130 | Others £55 Race Total £405,4th,6,638883,Lindas Rocket,B D O'sullivan,"Wide,QAw",4/5F,-,17.12 (1 3/4),Jun-2022,34.5,d - bk,Ballymac Bolger,Donna Rose,Jun-2022 | 34.5 | d - bk | Ballymac Bolger - Donna Rose,https://www.gbgb.org.uk/meeting/?meetingId=428391&raceId=1122865
428391,1122865,Tuesday 15th April 2025,Central Park,18:31,D2,277m,1st £130 | Others £55 Race Total £405,5th,1,637157,Fawkham Cilla,B D O'sullivan,"Rls,Crd1",6/1,-,17.46 (4 1/4),Sep-2022,25.3,b - bk,Ballymac Bolger,Cuando Carpdiem,Sep-2022 | 25.3 | b - bk | Ballymac Bolger - Cuando Carpdiem,https://www.gbgb.org.uk/meeting/?meetingId=428391&raceId=1122865
428391,1122865,Tuesday 15th April 2025,Central Park,18:31,D2,277m,1st £130 | Others £55 Race Total £405,6th,2,650967,Tintreach Tina,P M Donovan,"RlsToMid,Crd&Fell1",7/2,-,null (DIS),Aug-2023,27.6,b - bk,Run Happy,Bobsleigh Jet,Aug-2023 | 27.6 | b - bk | Run Happy - Bobsleigh Jet,https://www.gbgb.org.uk/meeting/?meetingId=428391&raceId=1122865
429228,1126827,Friday 2nd May 2025,Central Park,13:59,A2,491m,1st £165 | Others £60 Race Total £405,1st,6,633210,Havana Skater,B D O'sullivan,"Wide,Ld3To4&FromNrLn",15/8F,03.11,30.03 (SH),Apr-2022,28.7,b - bk,King Sheeran,Mean Beauty,Apr-2022 | 28.7 | b - bk | King Sheeran - Mean Beauty,https://www.gbgb.org.uk/meeting/?meetingId=429228&raceId=1126827
429228,1126827,Friday 2nd May 2025,Central Park,13:59,A2,491m,1st £165 | Others £60 Race Total £405,2nd,4,629211,Neamstown Elite,R Pattinson,"Mid,SnLdTo3",6/1,03.06,30.04 (SH),Sep-2021,36.2,d - bk,Elite State,Cactus Seacrest,Sep-2021 | 36.2 | d - bk | Elite State - Cactus Seacrest,https://www.gbgb.org.uk/meeting/?meetingId=429228&raceId=1126827
